customer_id,tenure_months,avg_monthly_spend,num_products,days_since_last_contact,contract_type,churn,purchase_seq
3643,32,237.53,4,242,monthly,0,"17.483842893448756,20.902973372886873,18.50316344713041,15.637999772235663,24.68339301098533,20.11362462610617,29.582565861009343,20.351932157244764,19.60885480714457,28.64933618472798,26.500377927538633,28.425961970160408"
3644,46,231.59,6,152,quarterly,0,"25.66093390425761,23.220381314915365,25.939466556775074,19.08892010326965,23.71577862290256,16.97616677676782,23.957350870171513,23.99318101467106,24.13089244942966,22.449250113548786,18.70482484192983,32.592907014315294"
3645,39,237.32,4,282,monthly,0,"30.939590692580833,27.712540941974744,17.892974370596566,20.290349766802297,14.36111764993113,20.523988628103496,14.816677639031061,27.758214906471096,23.000590054109296,32.195872689957106,16.628887750627612,18.427794595774625"
3646,43,74.93,4,26,monthly,1,"5.552483238000498,5.1082958782436965,4.888198406322976,3.627550703720328,4.490771018817407,3.6452075205608456,5.514344797330434,6.530754361903792,4.757361561032174,2.4658161079636716,4.324464727523193,4.529839737862593"
3647,30,277.61,5,62,quarterly,0,"23.069686463226752,25.781554529470867,31.59337739640696,28.537755643943136,28.684931423604148,33.859435586511594,33.820890967904425,28.045119224478515,24.238680198998605,27.766470562583663,22.16045784517317,32.12568479691971"
3648,1,188.73,6,346,monthly,0,"13.911381267462623,16.035388583745533,18.354671433165244,21.82784464941885,13.647086606295048,18.957464392507422,24.58062163603715,17.57340260737476,20.61597588325441,18.95541533330016,18.950128062286357,15.016898418173987"
3649,23,348.35,7,212,annual,0,"24.462932139426954,29.230407425161737,30.305222270981442,41.78663789745912,15.726624926427416,35.097677908446336,37.95083337560832,45.33046251474586,27.940800788242367,32.86670380356928,38.39033776616687,29.429444908004736"
3650,51,219.3,1,225,monthly,1,"12.874556904846369,11.975541701036164,18.262401410907483,16.17711177222299,16.350540019154472,17.492364738807048,10.666257147639794,16.70602875376299,15.905374546567991,16.769421466156057,12.419859544289944,15.598924048933867"
3651,56,100.7,1,139,monthly,0,"13.360921745757981,10.08219433987712,12.940622054529005,10.504087368029236,11.337686062574168,10.537676253806268,7.668829556667616,12.7083981256749,10.675163224452229,8.887172926537955,10.050473820122416,10.825649070750979"
3652,53,149.67,1,179,annual,0,"15.36134543859225,14.418862733282898,17.471279724045715,14.319225775029418,17.36949278192593,15.372321659304696,14.58228361144771,14.121521257183694,15.007322290537898,18.05561632729569,13.679413576230262,14.821440194016986"
3653,54,151.6,2,33,monthly,0,"13.940646019421017,22.415019839172036,12.840972043068383,14.701121220931201,19.38054428437565,16.48949600911267,14.739807746822903,13.05906178671428,17.202174869442274,14.177876562130294,21.75355665669431,14.30311728639192"
3654,26,25.01,6,85,monthly,0,"2.9294753714065376,2.2700671373765293,1.424023550760584,3.5229814445828858,2.447038343586734,2.874717411777122,2.376457802620776,2.9334981468406047,2.1329166901006706,2.267554251946223,2.804911361478188,2.4475911150989798"
3655,58,243.81,1,84,monthly,1,"19.888094688128575,15.86947606457536,11.51205054189755,16.43357027797545,16.9124006668277,17.708769674298726,17.628931831623575,19.2698318930178,16.6572243087644,16.524148303841805,17.940852526227648,11.238140822969987"
3656,26,273.96,2,181,monthly,1,"21.923540098100958,23.02676566612936,15.71553494855472,17.654290414597465,17.81767140386829,23.25101556167335,17.78759566232941,17.964808700002212,24.31240612740844,13.72653581516657,16.820648248067364,9.565562082628563"
3657,15,291.22,1,0,quarterly,0,"26.90253703055017,31.757578923482342,26.429900181484346,37.18634471075931,30.569905595679725,28.809020829186323,29.485522312799507,26.63420649723368,26.30968303191513,38.41921833597111,21.628712524174645,35.29761485919794"
3658,45,301.18,6,57,monthly,0,"33.7722859618751,35.574613339002646,25.496966059565498,25.96973849116479,40.32734027069987,37.6401370840385,39.25199732453977,35.78397354944125,24.976109681069673,29.91922425564538,23.72404907410415,35.99574743760943"
3659,16,217.82,2,249,annual,0,"15.78263470804849,21.236964343715314,19.365939424297192,26.099201053580423,12.863901141453034,26.726010895084986,18.710020757328486,21.084683582625956,25.522016410249933,28.224220685570273,22.00523678376577,18.623325037531117"
3660,17,262.46,5,250,quarterly,0,"26.285401789767743,30.231944544027208,26.4255623298829,23.968790403249876,23.6002447814804,23.502064661170664,19.005171194501333,28.902737969520093,27.348484983982907,18.550278559815794,24.117118460555666,24.8001736540017"
3661,39,93.02,7,210,monthly,1,"4.857264680688938,4.752373373229803,6.763524264931081,9.499902891792468,5.77454885789442,7.332037332731276,5.310872798002003,5.6785864799079375,5.152280925962755,5.5544099940494505,6.662599984983427,4.3023407724713625"
3662,1,132.35,2,362,monthly,1,"8.875455703723187,8.692521830933572,6.528989517702018,9.13239498014528,8.655957158124332,11.267409980322446,9.126212705129872,5.979599332240023,8.504179891084513,10.278116947442946,6.438280615071811,5.403699178942609"
3663,37,292.63,5,6,annual,0,"29.190748059818553,26.849500467541503,27.257286138497538,25.629766981487972,33.84487399721344,24.57855752486627,27.859048748970668,23.356320029964383,12.933988047846722,26.685198021451118,28.356970939581583,27.91937041199894"
3664,3,163.3,1,151,quarterly,0,"18.098983934637474,14.75094572000129,18.410447373520416,18.32084024781447,9.715345300374183,15.185203176972058,17.242248464725165,19.948418922493932,16.05156999158443,16.816363415037568,16.10958882074991,17.196001165853048"
3665,24,130.85,3,87,quarterly,0,"15.473881083220892,9.712162043947414,16.068046504606055,15.904798700376809,10.593757142400085,13.596999728397513,14.242859000950965,15.550306024909695,12.629585647827412,12.361449370451117,13.005375490499448,10.628075390419328"
3666,55,267.93,7,4,quarterly,0,"26.8930428879287,37.27206784416916,28.257834759204396,26.096884882261932,27.560800481334734,26.862942904409742,25.684300260671293,30.61806203983059,27.318127311567192,32.46404749600843,26.080919587779146,35.8594019615584"
3667,6,137.65,3,39,annual,0,"11.632272280937032,9.690921944584543,8.517635728937853,9.63416276816383,12.275175678759538,7.151345997716713,15.795192192775353,15.074252639805493,15.081150068077557,16.98982869998231,10.555604690748591,10.716506508902796"
3668,10,140.63,6,284,annual,0,"14.644943286064802,15.764265337563149,15.293382616475261,11.188383512954514,13.475698842549999,12.39519865673789,13.956045804070191,13.17599797676837,15.523455002950955,16.520305380589146,12.572504148564986,12.648134304461134"
3669,41,211.88,7,312,monthly,1,"17.068871313633775,17.468173764615408,18.890710113630803,15.550499229576985,15.663825332787061,13.752692929446974,12.076266398242508,11.939425870607218,14.405432109822526,15.852929002052111,10.514992730827915,20.902089037108432"
3670,33,266.22,4,232,quarterly,0,"31.576887165322855,21.486003694110615,30.481847684508633,20.84804975350178,25.75517446972403,21.772907012259612,17.877507864322183,28.56290179815519,26.30222708488746,28.33500273639533,19.077756888654605,39.399504162651795"
3671,16,292.7,2,143,monthly,0,"37.09792575703016,30.512881212267903,28.829726410961836,24.275779396115798,31.585797625777204,26.48298698234953,29.106822142997697,33.82101141592743,29.090105872450298,31.127089546462866,38.13087740456668,32.56478034550401"
3672,1,165.02,5,222,annual,1,"10.011286653404133,8.005302364583265,11.543853665114716,11.111298604467228,10.749266477333055,13.7155891164215,10.786407072583048,13.455186860379648,8.585905163475745,13.824340886433653,14.541617453731861,11.685649468315958"
3673,10,170.83,5,195,quarterly,1,"16.701860470666652,12.877015549713878,11.642517998677375,8.758444868781247,10.999050534860555,11.038215585929562,13.532691741318853,10.540241513938092,12.163747821365863,12.406872793178161,12.419881083203219,10.417261899159513"
3674,4,65.29,5,156,monthly,0,"6.320280477711303,5.132413350677704,6.156188886688819,8.758021017075695,7.324905238766989,5.766949918040972,4.772994857129332,4.053224153599795,4.74930847047504,5.3240707378552345,4.919788474557041,7.055036693862305"
3675,58,240.86,6,149,quarterly,0,"24.343060948802552,19.882347848529122,20.082675416277645,22.312420957692932,31.764385342213366,11.56486323537559,27.24256019422629,26.89564367289475,28.045219570015306,23.7898750498358,22.499769833582153,30.86872816138921"
3676,52,222.24,7,233,monthly,0,"20.89537258341506,20.911640153535558,21.025818455781092,26.891343218687833,28.34129286498476,25.14553344576516,24.83452800887226,21.869074264855787,23.009195715752668,24.133705624831578,22.84685617649785,24.85810476256431"
3677,33,241.45,6,121,monthly,0,"31.158734047176853,22.08150289031221,37.95516770264729,32.063534370842156,18.675962809751667,30.189772413330722,23.539435293450456,26.87646598424793,31.759333485935983,20.40280242348661,21.90763839330838,27.783749643253977"
3678,10,277.54,4,277,monthly,1,"14.810217455576286,19.75140982152438,21.785856142707537,21.480739131129827,16.730869964165397,22.52282215199417,15.110409686826427,17.021610413309432,19.13510556732456,16.24833125971539,16.615185261314313,20.63412377633377"
3679,52,210.87,5,199,monthly,0,"25.574523533465012,16.775975160890646,19.53287531932541,21.119685514118643,20.69533212699632,13.764907952771356,21.868023689279305,25.21544416349367,22.492845026940472,25.110397179269675,20.746267902170555,24.61996213026905"
3680,34,199.04,1,294,annual,0,"17.40468523696024,18.39275710665125,22.463882961329176,21.67084936901188,17.168565432462806,23.749183396154493,23.523827303098404,23.244184983487447,21.108103674926173,19.21239356622744,15.627649820736643,14.395932915728354"
3681,9,168.74,7,145,monthly,0,"23.523742229656122,21.879032476641058,15.959177535902958,14.407576352759309,18.1570404054625,21.389495391861402,13.213587850951013,10.256384830894065,15.380036198799221,14.25946564889971,20.203208382022822,13.320581419866986"
3682,42,337.24,4,167,monthly,0,"48.13641172879027,44.608553678205624,20.86647127074645,31.252542564107742,30.770939987952126,28.449233888296515,41.901283964367934,27.977250494164792,32.245582177117655,31.971554657345376,18.072339890447964,39.24472341230412"
3683,15,233.69,7,344,monthly,0,"33.94562453702322,23.153200400093997,18.767443209044224,21.630773397852515,22.75071258336917,18.223017894719813,19.187764827726518,28.023120585970684,24.709033003461663,26.953026294307495,26.213354548896817,18.418043967822214"
3684,7,115.36,2,363,annual,1,"9.088545729799769,5.936766645724642,8.232207496200527,10.95216408712305,5.742654810508423,6.500235883345082,10.012819735348984,9.390055502501385,6.480079917703138,6.139486537022767,4.459967081219253,5.17524877799205"
3685,23,115.3,4,119,monthly,1,"10.72531996001089,9.815800601349602,6.748176016777832,6.110296207173649,8.526948016618586,8.602699583578524,7.975196552873602,11.836989289743963,9.114602453905846,6.714072994708873,9.777847983526048,8.164566963109566"
3686,38,78.95,7,327,monthly,1,"4.684793853427885,5.291948888202479,4.047812093872555,3.5736904799629774,6.9865164915759,6.356221723145201,7.005545902003949,6.581616273589007,4.736782999591789,3.146272837209671,4.698945200098987,6.02988179193807"
3687,36,114.12,6,77,quarterly,0,"9.98391348784255,11.156024197321287,7.1279430887112625,10.63404942315718,9.146541014057677,9.724194715147574,11.558010482255515,12.38389094456558,9.968845158045145,11.49077159962997,10.300928571390259,12.43632440382547"
3688,45,87.36,2,270,monthly,0,"9.36463016993032,9.006018824249736,7.310121019026469,11.467551640143313,8.201250418706115,5.102142128036939,7.93992772633216,11.284009222091818,8.534529630829065,11.043009091839782,9.028433043010194,7.750450748877706"
3689,33,233.11,3,45,monthly,0,"22.256463353113222,30.56257334263869,32.66865741788054,19.831786148935645,13.27992285456695,24.08678218435689,28.237690598885706,22.197495715968195,20.461150183431133,18.595122061623417,23.579297239001825,16.68976107747769"
3690,45,202.4,5,355,monthly,0,"18.45100928489499,26.244970786438515,24.17317982185986,21.590335411767693,18.70727641573438,16.44998325068944,18.095866626825668,22.820288340527522,12.213436037324241,27.506011158887343,25.254528422474415,25.16175172016971"
3691,24,258.99,7,147,monthly,0,"28.793592304584415,27.570334969024863,25.139425660114494,23.583516384399037,20.910730618272908,24.570196963808176,23.351464061666185,28.661774540478273,32.66772069967698,23.909370713055004,27.3443427932585,21.26687576177391"
3692,42,123.59,1,317,monthly,0,"12.36709731837232,9.262373420091292,13.638065913235163,15.707896497888964,8.085390199530725,7.312073876328913,11.616804023614879,15.150949980099155,12.744918996149988,11.304643035512694,9.700147604599627,14.14767616067535"
3693,6,243.06,4,266,monthly,0,"21.79391560109457,21.559012642017265,34.22020777542243,23.27854561038214,20.157967286937286,25.061380217002004,25.677419424655128,23.635258018224082,31.484708939268714,30.1009651158246,21.08835060217012,20.51092928443627"
3694,45,207.69,6,107,monthly,0,"26.72252209196867,18.15453737414801,20.533457073782813,24.87237921024463,24.816393722990668,17.774685221418206,17.159697891536133,20.801889178368278,22.081023168569086,24.03412069113292,12.095433049866685,19.78463287953453"
3695,36,161.91,1,132,monthly,0,"15.8726983793168,12.0977570716828,20.315783374328376,19.2336146515438,16.360599776009998,15.380883860562584,19.071216160788826,18.439709618444613,13.761501507955465,13.558079029473063,13.311146866911225,15.935743776252597"
3696,58,150.31,6,79,monthly,0,"10.425614163093677,15.111755585604827,11.547758975883237,22.57761675587256,13.480205063947505,12.73888106877608,13.367341844432588,16.359814826040143,16.670280235441435,18.031360581827222,15.871018708296969,19.07561851029398"
3697,53,214.46,5,267,annual,0,"17.79947271550004,13.132928788947464,24.011490610049723,19.432251138589542,20.85013526056091,20.494585509668738,27.58267816508206,25.060420866597237,21.032697923139306,20.917213587461653,22.681173870013577,27.098840057267978"
3698,25,311.08,2,124,monthly,1,"23.748416396877964,26.96134739956548,20.863327796454477,26.27141807847923,28.793963608731836,22.096559179758998,31.509949057164494,28.033442201692676,19.6876443777402,34.59872142796073,21.48062308498336,27.870749812308816"
3699,59,247.76,5,24,monthly,0,"24.39746396509931,24.54719470149804,19.10818097476492,30.061578134500323,21.50695485586972,25.817413949883363,24.87598366731562,27.78599579756926,24.711278228899385,23.446314601449682,26.830897500345955,26.406137423508852"
3700,24,160.63,1,265,monthly,1,"14.100086218409727,16.770141691269078,7.40418008858476,13.105577119521492,11.482039393734764,9.912893429698682,10.281685038209302,9.13082143799083,8.180677306019856,12.11059803613056,15.254409573382848,12.037221359646773"
3701,39,215.05,6,261,quarterly,0,"19.021284932738276,17.877606550246956,31.185683870354488,27.091850267266945,16.365382463895056,17.710838617457146,20.667105432513836,20.81333120422627,19.532079680057283,27.25476940519694,22.41079192246068,21.346567521868227"
3702,11,117.08,3,354,quarterly,0,"13.886336685694982,10.831021703361,14.793887217105034,13.090487603140922,9.178194711572939,8.29430532255263,12.424841395118017,12.822928386788949,8.681109687862866,10.47738035659863,13.706027860997217,15.386729317434488"
3703,16,257.37,1,135,quarterly,0,"19.799011084143878,25.47088441852285,35.0060297257197,19.024695776194427,21.89370544952486,27.517493319120614,15.087119765001706,17.704659714895783,29.118188629298757,29.141631848762483,28.867480772795616,27.280339555739317"
3704,49,169.51,6,217,quarterly,0,"16.448697140283578,20.896973584265055,22.781068375662578,23.56784023590174,15.858156726422536,14.083259552494695,19.599313849943677,13.211218454204973,16.999839355238922,13.908331461519184,15.516655315648645,16.613586118150987"
3705,8,271.65,6,27,monthly,0,"29.56703550510001,20.227812249027238,28.903325724604215,23.065033058475475,19.792810856001296,30.59234542457951,28.380243442573597,28.652647223338924,25.62283196619855,36.28164907343886,31.002974379816173,23.451222134709163"
3706,33,38.7,1,256,monthly,0,"3.783169194461197,4.170209633539227,4.010547811211664,4.378615903308685,3.774333681921715,3.9354351921584643,3.879379511957353,3.5486181116034663,4.3096834639232755,4.525266707112994,3.8360939275283914,3.489380781603872"
3707,9,81.25,1,55,monthly,1,"5.83647036784375,6.901050861907906,7.265203857785655,2.2315730244877043,5.4581163872619705,3.2975937781635176,7.008559413066484,5.660943608298251,6.9972968837266585,5.980967420169997,4.1514027396538555,4.58664638085898"
3708,25,178.5,4,123,quarterly,0,"18.371568865820482,18.022972561743195,18.904797568716706,16.368534558688385,16.599888777235467,19.56840779120292,20.621548150839015,20.99457666791493,17.15308745982775,18.290211348544794,15.684906890309431,20.658311105762756"
3709,45,174.82,7,54,annual,0,"20.08078412144375,19.353857453531255,18.365237606400804,11.710588102535954,21.98266011108013,19.39976877310386,11.669406268049384,20.316077287163992,15.656061142386731,19.404001050331367,11.623960303629422,15.627815893480653"
3710,36,308.59,6,265,quarterly,0,"23.744249569946717,23.7878065824792,36.2223654586325,26.750318207638884,34.92757554853924,27.248719070915172,33.03358464809163,27.71182124078861,24.658554743616428,31.76232889524424,23.375748396065276,33.67558629718334"
3711,28,183.54,7,179,monthly,0,"13.958217911790694,22.22820844638269,22.108618141402623,20.563945311289302,19.180417930501033,19.41480437719715,17.81636901623721,20.71452399314516,22.427787487238543,21.19945729232859,22.961324938202328,28.260677800427594"
3712,40,390.94,1,191,monthly,1,"30.567017121779646,24.42814329858005,31.24704647762644,32.69013162520926,39.36101930262852,20.178192258056626,33.12999267876556,24.741215759820776,35.67783928285893,29.3826397557572,28.180241641079814,32.61770661426474"
3713,17,69.01,7,109,monthly,0,"7.114457999577914,8.205016249914797,9.040156204471543,4.380071921385571,8.492241438756288,7.954185126553591,5.284751622479611,4.719092985405819,6.931588637675559,6.8027156223273835,6.984328215524225,9.020783461620628"
3714,7,35.53,4,296,annual,0,"3.2860297608500804,4.427750203260783,3.5720764786193167,2.9903256684581736,3.3984078306714935,3.792795168589876,3.20504116384762,3.34411947189722,3.8625455425319823,3.406765152076125,3.7173268203513827,3.6886342239850745"
3715,32,152.89,4,162,monthly,0,"15.098970125695297,19.097612571474887,14.415661958274905,10.86726832976715,16.80167978691457,17.695557433553894,20.148348292476673,17.93262429969311,14.458714324188751,16.086946224116655,16.479940732565787,16.617155104001572"
3716,41,274.72,1,258,quarterly,0,"26.8878578606625,24.49630763187915,24.826544757560015,25.544696710728065,26.736186775108553,29.025382857321567,40.88648199018941,26.76078085089574,19.854856887275837,35.75519390468746,30.027768089785773,18.395887572329528"
3717,18,180.92,4,343,monthly,0,"18.434128887023103,16.741988246414063,13.114261282063278,20.65501752334745,10.171185558438486,13.192767364692074,12.930838248706971,17.970967997397935,15.942933788704304,21.265248337574327,22.280951987639277,13.274785620582453"
3718,11,146.14,2,149,annual,0,"15.089847522685512,12.86789139960105,12.9223850019461,11.444569799626256,13.068883577852967,13.991539026989102,14.804107454487083,16.432944575684992,15.177190201000748,11.143904539716644,8.698664071073434,12.76771927741763"
3719,48,260.25,3,26,quarterly,0,"26.551135950623983,29.804265273755952,29.07454275858778,24.414226127567634,24.588994974776174,28.24185411766181,27.951621644714848,32.47579483791562,30.18874525403246,28.349963435770633,17.670483774804428,30.622154304341763"
3720,22,190.78,4,189,quarterly,0,"23.160462445726385,13.937465612599638,27.82838722713592,22.89429414016645,16.889629606356337,19.70081836953372,12.601249370479511,16.723841653655235,21.13141084361046,19.31684779343277,25.72867046033238,13.43277991522256"
3721,59,207.61,2,350,monthly,0,"20.79591637711407,20.208046190884748,17.119055337016306,25.73701493650878,21.46924126411937,21.77710956111492,23.17875638693466,17.18259090092882,29.04563241223942,27.27774268799311,20.611550999249904,19.51069278365327"
3722,31,193.0,3,346,monthly,1,"14.416009218319553,14.98803033451615,13.354672210859018,12.316836404609218,14.48460138074137,10.96840976011019,17.262974259795246,13.427758968805103,16.100740475765864,15.007634154975872,13.112133186017232,13.978307154376798"
3723,48,172.46,6,123,monthly,0,"20.58938790467336,14.220888298948854,17.302491764667412,18.111052407098814,18.78623655265184,17.352506031055558,13.051586855074337,11.552804541982969,17.015476059946852,23.903837766739166,15.616810359122612,22.186400582282115"
3724,54,122.43,2,133,monthly,0,"12.89635334539555,9.363881082809492,14.324216413199917,15.249987242086123,11.361960989868665,11.172747618885413,10.684034965384086,16.914126574163177,14.252264937331121,12.170819366052704,10.771843757590478,9.74949632824153"
3725,57,232.46,5,352,monthly,0,"27.08160113178685,28.05997783146939,25.295840504423964,27.848210854614873,24.788872545031623,20.216314660461116,31.390907625820198,13.766424403943729,17.714232389091045,21.70455544050105,19.84861092296685,23.128271827780562"
3726,35,161.98,3,75,quarterly,0,"16.005762485885093,18.070884540493584,15.898094820742898,18.83607203747965,18.106878313183277,16.264882784355276,13.33498015680269,17.62549874900996,11.72375610614425,17.802175202958097,19.04036095459051,14.597466970011196"
3727,8,64.94,6,331,monthly,1,"4.713035991263509,4.124095444378508,3.1321261192044823,4.035615809315045,4.566020700251171,4.569424729484368,2.9477531987065078,4.304998355538414,6.04578353426879,4.5883167381068795,5.338996656067474,5.071905834408654"
3728,36,321.75,3,295,monthly,1,"27.976495088198217,19.650021570524867,23.107825965814914,25.43885284433993,15.533783761069197,18.845514769758765,31.004485552316783,19.0943767041157,19.920838159963687,20.746677082536365,27.495653960889438,30.106077901910155"
3729,16,111.36,1,142,monthly,0,"15.053806565913295,11.526040034774924,12.370993218667829,10.16667663770495,10.32697082331917,7.444135947994001,13.33504637369031,10.319146800925896,10.615527102759124,13.999010792251992,13.80632351233799,9.801817818872108"
3730,49,208.75,5,360,annual,0,"18.564795130044523,18.824481566453777,16.55647994884706,16.834540340286374,23.19409741670873,27.065533748474387,25.22191367607141,26.96103312981815,24.14768657242022,20.731959266846104,18.681152756709153,23.28365998885101"
3731,41,66.28,6,113,monthly,0,"6.959777733156858,4.908074423230502,4.652934953135148,6.612363912637307,6.773274892379214,7.030108976391996,5.744340320489182,5.154719826256355,7.571946783893336,9.076869920532747,7.313258536127534,7.941137503266964"
3732,16,123.04,4,262,quarterly,0,"16.977088147596948,13.707562393964318,13.16039228214311,17.046766997332142,12.91397628882602,12.918736989984207,11.157289576905892,14.029741483730376,10.775889062656566,11.272645490548705,11.638800788651722,13.737207189840005"
3733,24,82.5,2,53,annual,0,"9.476129683273417,6.774302679276414,8.34550419680043,6.668477051628141,9.315041407257912,7.50426302907088,9.61517050523729,8.286514261143138,8.45519845984157,12.634962129581702,9.917847961954934,9.389180184046223"
3734,28,322.7,6,155,monthly,1,"19.909863411925876,25.19703340373287,20.107170226909798,18.754962116866146,20.83839662313888,25.894165341735285,27.482323789278148,23.71601222984548,22.133320889237552,25.273086959501747,21.94787241952025,21.019283326676625"
3735,27,96.67,3,258,monthly,1,"6.523823919249538,8.005393037287071,7.795022841798459,6.560265415269706,6.207058533124611,9.813550825522741,5.7825116459202635,6.836010389043056,5.940055295861879,7.992223705140428,8.025013383517678,5.4243479509946155"
3736,51,272.17,5,149,monthly,0,"24.44018812733013,34.1611967509415,27.229685055136212,20.919181459963635,18.794868906304124,30.136204957247156,29.112415878577398,37.009764943668486,19.53056660506984,22.357082418626838,32.208809392390265,23.512650827341773"
3737,5,225.52,5,226,monthly,0,"16.87069077616349,20.18455858315638,18.44103609168267,38.3162674998541,23.65213300480613,16.17308072130608,17.5829961857892,23.035050101963265,16.404526179166787,30.98043286575177,26.11749397013881,23.964089452029707"
3738,2,193.29,1,305,monthly,0,"20.79153687986199,20.644436764357533,19.44792564540476,21.42468463332799,21.84238197124389,15.243067484603365,23.856267094535205,16.896749204582395,20.6674505644158,18.438104873738386,19.40016692929403,24.086305610425192"
3739,56,311.34,3,363,monthly,0,"27.48957402895707,32.367326295705126,29.125148817932477,26.31838152729312,26.876195476124682,35.041807096763016,22.538719338537057,32.845730702591176,27.937414138497292,24.887194876534895,30.573348196717124,32.035094428971945"
3740,11,338.64,7,29,quarterly,0,"29.405853319712904,29.509222653903116,39.48066119602227,40.63531691776209,36.55839269608475,30.824935603215557,42.01635002797666,43.09332387311874,39.07230658922175,30.228074890774526,29.074398664564388,43.42004168034027"
3741,44,316.0,2,335,monthly,0,"28.418792615475436,32.51169229140919,26.61931653218779,28.151183030031948,28.967545621411695,38.19370504234244,35.74359535252721,23.83462127360808,30.153302948125205,25.264045157935424,27.42360813866419,29.21358790040718"
3742,4,242.89,2,175,monthly,0,"26.25437096745732,17.12895460906914,25.76175372128916,23.03231616185766,30.889044973989407,23.1842617944171,20.303014117229598,17.76619822216488,25.168915552998516,21.64940719364094,30.202818815571842,27.36557655960558"
3743,24,121.58,5,330,monthly,0,"10.342994638921715,10.436657976031775,9.92651521856394,12.619633907950396,11.191222913141983,10.75685146284128,13.005243386238513,13.746752448589397,7.176049579202189,14.34841116985643,9.209578245526,11.417415776169582"
3744,36,256.8,2,313,monthly,1,"19.099966458459082,17.232483669693945,12.615284099249774,16.463962751572534,17.211085467391232,19.80854196273375,19.025558099801852,24.28677785442167,14.45424689958384,19.964044044914058,20.2579476620528,18.979725687065432"
3745,53,111.53,3,324,monthly,1,"6.64922442697875,7.901342708200424,5.471993467467594,7.939155739865751,6.668753168979604,5.2547984592288275,7.995551515956001,7.846750222960158,7.306715776054715,6.349073515783554,6.192744947840489,10.124192105757396"
3746,28,273.2,3,360,monthly,0,"26.210184132206304,21.012288547605664,33.08837413987383,27.585747440684678,32.44678673445786,26.003521504143823,29.328296539476757,26.496550508384217,27.489601313785094,24.242630593315237,20.884456200085424,21.73529684278654"
3747,38,244.15,5,76,quarterly,0,"23.957270338525962,30.589700356123636,28.198154909453606,26.885246588258482,20.589955115597355,37.26350905306053,18.14830281211965,26.06764568774255,25.746774470915003,24.9245970706006,30.819689760047623,20.518717203384448"
3748,21,129.96,1,28,monthly,1,"7.430501580385979,6.6878367402553,11.217384564120932,8.535979347385684,8.530129128762034,9.539717450396342,7.076358642971343,11.863391253723705,9.696719246769536,9.645453761001587,8.92563346990048,6.60131787768341"
3749,29,95.2,5,133,annual,1,"5.528582873367139,5.689643299126753,8.610920084975177,5.310686405457709,9.805976230620795,9.158744072260431,7.73958468597462,7.460881778165931,7.839479065400776,5.950355865909586,5.143864041663814,6.841462733723216"
3750,15,178.82,5,257,quarterly,0,"22.949778204625087,16.879431721535305,24.246178797907675,15.555871517111726,21.173984624032055,18.506354854884346,21.864723270176118,15.30523915909378,21.087179742438153,19.621961913376595,14.865363130375037,26.020102191021902"
3751,26,80.96,4,189,monthly,1,"6.802511004322334,4.34206298167781,5.218319577818873,6.077658318123287,5.752946979555223,6.404032101652956,3.052674628050641,4.079101152244422,6.462640708474569,5.503788767083976,6.105723906153631,6.187938386768534"
3752,55,199.05,7,67,monthly,0,"15.630736796316606,18.148800353491378,24.199491212804972,20.902375347213713,18.844978035329767,21.779804997783966,25.675610269382183,20.117138963651286,28.637595015508893,21.507065643655046,19.038861895547658,21.694957632812237"
3753,44,164.66,1,243,monthly,0,"12.78097295034539,11.904067757220595,8.308658273148088,13.42006534285301,19.86452940356183,20.104568379068052,15.115726647289378,11.785036706675271,15.173579790064858,15.52452011337455,18.37467640423118,16.821250638293932"
3754,14,159.3,3,271,annual,0,"15.86578724534878,15.203733107092523,20.20841719527843,10.996623338308975,23.073032715741174,16.86530675656922,9.828100988192036,15.021567780290138,8.58187924702607,13.399397964454975,13.87340205017457,23.35767346298006"
3755,57,197.31,1,190,quarterly,0,"21.398848099839977,16.19217412075055,16.61393170092934,15.05584606933435,20.087639995761975,16.602235398044392,17.58572352492805,24.181940206683855,16.23232213265478,19.82716702499662,17.309887580228402,19.717107720430803"
3756,46,5.0,2,349,quarterly,0,"0.41656329200444164,0.43143101647071347,0.33003306065259397,0.2876996822133444,0.46111171353633307,0.4354721558314676,0.7061519484846057,0.5347709232057584,0.479136116126199,0.5655999540648953,0.6028456915554758,0.6213675329691295"
3757,55,166.71,7,164,monthly,1,"9.63477305822287,14.295177742844604,13.494418126673969,12.706497869120293,14.266284930231654,14.498234813342393,10.486612535220647,10.539430461374318,11.424187991782064,10.724844701631639,7.858567470716706,12.723938232647395"
3758,36,294.14,2,251,quarterly,0,"41.729638612581454,24.582611786977985,26.143812364901617,30.55399127617106,32.127841534068516,16.89849063172192,34.51930113822268,18.718919439840974,34.20611108948712,18.27076137630544,25.265671394498632,35.02931648480313"
3759,18,137.57,1,31,quarterly,0,"16.640628038934093,17.26722833917748,12.715318644525205,16.049967225718344,13.048362088847677,13.081315990006956,13.201452295763067,11.496828073012104,13.371719328787734,13.41238987956074,15.602919877849155,13.150801521529049"
3760,10,61.39,6,265,quarterly,0,"7.023290161755061,4.704789393021551,5.659107140165154,6.95772537721384,6.588813407459825,6.4627610015667365,5.004172057315325,5.266912164672888,4.604922472067714,5.3529233122942985,4.960964253945078,9.278820195091221"
